Item Code,Brand,Category Name,Sub Category Name,UPCItem,UPCCase,Item Description,Size,Store Pack,ADV_Brand,ADV_Category,ADV_SubCategory,ADV_ItemDescrip,ADV_ItemUPC,ADV_CaseUPC10,ADV_Size,ADV_StorePack,RptLvlFilter
77438,STUBBS,CONDIMENTS & SAUCES,SPECIALTY FOODS-LIQUID SMOKE,73475600208,73475600208,LIQD SMOKE HICKORY,5 OZ,12,null,CONDIMENTS & SAUCES,SPECIALTY FOODS-LIQUID SMOKE,LIQD SMOKE HICKORY,3475600208,null,5 OZ,12,INCLUDE
77446,STUBBS,CONDIMENTS & SAUCES,SPECIALTY FOODS-LIQUID SMOKE,73475600209,73475600209,LIQD SMOKE MESQUIT,5 OZ,12,STUBBS,CONDIMENTS & SAUCES,SPECIALTY FOODS-LIQUID SMOKE,LIQD SMOKE MESQUIT,3475600209,3475600209,5 OZ,12,INCLUDE
80812,ZATARAINS,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,7142909595,7142909595,CRAB CAKE MIX,5.75 OZ,12,ZATARAINS,null,null,CRAB CAKE MIX,7142909595,null,null,12,INCLUDE
81323,FRENCHS,"VEGETABLES, SHELF STABLE",ONIONS,0,4150084427,FRENCH FRIED ONIONS PREPACK SHIPPER,6 OZ,112,FRENCHS,"VEGETABLES, SHELF STABLE",ONIONS,null,0,4150084427,6 OZ,112,INCLUDE
83667,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,4150000700,4150084737,CLASSIC YELLOW MUSTARD SQUEEZE BOTTLE,8 OZ,20,FRENCHS,CONDIMENTS & SAUCES,null,CLASSIC YELLOW MUSTARD SQUEEZE BOTTLE,4150000700,4150084737,8 OZ,20,INCLUDE
100545,BEST CHOICE,"SALT, SEASONINGS, SPICES",PEPPER,7003861055,7003864195,BLACK PEPPER,3 OZ,12,BEST CHOICE,null,null,BLACK PEPPER,7003861055,7003864195,3 OZ,12,EXCLUDE
101147,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150001140,4150001149,GARLIC BUFFALO WING SAUCE,12 OZ,5,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,GARLIC BUFFALO WING SAUCE,4150001140,4150001149,12 OZ,5,INCLUDE
101159,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150001139,4150001150,MILD WING SAUCE,12 OZ,5,FRANKS RED HOT,CONDIMENTS & SAUCES,null,MILD WING SAUCE,4150001139,4150001150,null,null,INCLUDE
101421,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,7142900260,7142901421,SAUSAGE CHICKEN GUMBO WITH RICE,12 OZ,6,null,null,SINGLE SERVE PREMIUM MEALS,null,7142900260,null,12 OZ,6,INCLUDE
101423,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,7142900246,7142901423,BLACKENED CHICKEN ALFREDO,10.5 Z,6,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,BLACKENED CHICKEN ALFREDO,7142900246,7142901423,10.5 Z,6,INCLUDE
101432,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,7142901199,7142901432,BOURBON CHICKEN PASTA,10.5 Z,6,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,BOURBON CHICKEN PASTA,7142901199,7142901432,10.5 Z,6,INCLUDE
101433,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,7142901011,7142901433,SHRIMP SCAMPI,10.5 OZ,6,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,SHRIMP SCAMPI,7142901011,null,null,6,INCLUDE
101437,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,7142900251,7142901437,BLACKEND CHICKEN W/YELLOW RICE,10.5 OZ,6,null,null,SINGLE SERVE PREMIUM MEALS,BLACKEND CHICKEN W/YELLOW RICE,7142900251,7142901437,10.5 OZ,6,INCLUDE
101438,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,7142900211,7142901438,JAMBALAYA WITH SAUSAGE,12 OZ,6,null,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,JAMBALAYA WITH SAUSAGE,null,7142901438,null,6,INCLUDE
101446,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142908913,7142901446,FAMILY SIZE JAMBALAYA,12 OZ,12,ZATARAINS,"VEGETABLES, DRIED",null,FAMILY SIZE JAMBALAYA,7142908913,7142901446,12 OZ,12,INCLUDE
101447,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142901036,7142901447,FAMILY SIZE YELLOW RICE,12 OZ,12,ZATARAINS,null,PACKAGED FLAVORED RICE,FAMILY SIZE YELLOW RICE,7142901036,7142901447,12 OZ,12,INCLUDE
101461,ZATARAINS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7142914516,7142901461,SHRIMP AND CRAB BOIL CONCENTRATE,1 GA,4,ZATARAINS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,SHRIMP AND CRAB BOIL CONCENTRATE,null,null,1 GA,4,INCLUDE
101472,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142901472,7142901472,GF YELLOW RICE,12 OZ,12,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,null,7142901472,7142901472,12 OZ,12,INCLUDE
101475,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142901474,7142901474,GF CILANTRO LIME RICE,12 OZ,12,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,GF CILANTRO LIME RICE,null,7142901474,12 OZ,12,INCLUDE
101478,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142901478,7142901478,GF SPANISH RICE,12 OZ,12,null,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,GF SPANISH RICE,7142901478,7142901478,12 OZ,12,INCLUDE
101492,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,7142901491,7142901491,FISH AIR FRYER,5 OZ,12,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,FISH AIR FRYER,7142901491,7142901491,null,12,INCLUDE
101493,ZATARAINS,COOKIES - CRACKERS - MISCELLANEOUS BREAD PROD,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,7142901492,7142901492,CHICKEN AIR FRYER,5 OZ,12,null,null,CRACKER CRUMBS & BREADING MIXES - STUFFING MI,null,7142901492,7142901492,5 OZ,12,INCLUDE
101502,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142901409,7142901409,GARDEN DISTRICT KITCH SALSA VERDE BRWN RC RED BEAN,5.7 OZ,8,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,GARDEN DISTRICT KITCH SALSA VERDE BRWN RC RED BEAN,7142901409,7142901409,null,8,INCLUDE
101514,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142901411,7142901411,GARDEN DISTRICT SPANISH BROWN RC RED PEP WHT BNS,5.7 OZ,8,ZATARAINS,null,PACKAGED FLAVORED RICE,GARDEN DISTRICT SPANISH BROWN RC RED PEP WHT BNS,7142901411,7142901411,5.7 OZ,8,INCLUDE
101525,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142901412,7142901412,GARDEN DISTRICT KIT RST GAR ADOBO BRW RC BLK BNS,5.7 OZ,8,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,GARDEN DISTRICT KIT RST GAR ADOBO BRW RC BLK BNS,7142901412,7142901412,5.7 OZ,null,INCLUDE
101532,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142901413,7142901413,GARDEN DISTRICT PARMESAN GAR BROWN RICE WHITE BEAN,5.7 OZ,8,null,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,GARDEN DISTRICT PARMESAN GAR BROWN RICE WHITE BEAN,7142901413,7142901413,5.7 OZ,8,INCLUDE
102806,FRENCHS,CONDIMENTS & SAUCES,MEAT SAUCE,4150001310,4150001310,WORCESTERSHIRE SAUCE,10 OZ,12,FRENCHS,CONDIMENTS & SAUCES,null,null,4150001310,null,null,12,INCLUDE
103063,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210003063,5210003063,GLUTEN FREE BEEF STEW SEASONING MIX,1.37 Z,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,GLUTEN FREE BEEF STEW SEASONING MIX,5210003063,5210003063,1.37 Z,12,INCLUDE
103104,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210003104,5210003104,GLUTEN FREE BEEF MEATLOAF SEASONING MIX,1.5 Z,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,GLUTEN FREE BEEF MEATLOAF SEASONING MIX,null,5210003104,1.5 Z,12,INCLUDE
103176,FRANKS RED HOT,CONDIMENTS & SAUCES,HOT SAUCE,4150080502,4150080502,RED HOT SAUCE,12 OZ,12,FRANKS RED HOT,null,HOT SAUCE,RED HOT SAUCE,4150080502,4150080502,12 OZ,null,INCLUDE
103417,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210003417,5210003417,TACO SEASONING MIX,10 OZ,8,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,TACO SEASONING MIX,5210003417,5210003417,10 OZ,8,INCLUDE
103477,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210003477,5210003477,CHILI SEASONING MIX,7.5 OZ,8,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,null,5210003477,null,7.5 OZ,8,INCLUDE
104538,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210004538,5210004893,TASTY SMOKY SEASONING CHIPOTLE BRWN SUGAR CINNAMON,2.85 OZ,6,MCCORMICK,null,null,null,5210004538,5210004893,2.85 OZ,6,INCLUDE
104544,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004544,5210004544,TASTY FIERY RECIPE MIX,1 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,TASTY FIERY RECIPE MIX,5210004544,5210004544,1 OZ,12,INCLUDE
104573,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004573,5210004573,STREET TACO SEASONING CARNE ASADA,.87 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",null,STREET TACO SEASONING CARNE ASADA,5210004573,5210004573,.87 OZ,12,INCLUDE
104574,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004574,5210004574,STREET TACO SEASONING PORK CARNITAS,1 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,STREET TACO SEASONING PORK CARNITAS,5210004574,5210004574,1 OZ,null,INCLUDE
104576,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004576,5210004576,STREET TACO SEASONING SOUTHWEST RANCH CHICKEN,.87 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,STREET TACO SEASONING SOUTHWEST RANCH CHICKEN,5210004576,5210004576,.87 OZ,12,INCLUDE
104578,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004578,5210004578,STREET TACO SEASONING BAJA FISH,.75 OZ,12,MCCORMICK,null,DRY SEASONING MIX,STREET TACO SEASONING BAJA FISH,5210004578,5210004578,.75 OZ,12,INCLUDE
105148,MCCORMICK,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,5210005141,5210005148,WHITE BASMATI READY TO HEAT RICE,8.8 Z,6,MCCORMICK,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,WHITE BASMATI READY TO HEAT RICE,5210005141,5210005148,8.8 Z,null,INCLUDE
105149,MCCORMICK,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,5210005144,5210005149,GARDEN VEGETABLE READY TO HEAT RICE,8.8 Z,6,MCCORMICK,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,GARDEN VEGETABLE READY TO HEAT RICE,5210005144,5210005149,8.8 Z,6,INCLUDE
105150,MCCORMICK,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,5210005146,5210005150,CILANTRO LIME READY TO HEAT RICE,8.8 Z,6,MCCORMICK,null,PACKAGED FLAVORED RICE,CILANTRO LIME READY TO HEAT RICE,5210005146,5210005150,8.8 Z,6,INCLUDE
105288,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,4150000042,4150001042,HEARTY DELI SQUEEZE MUSTARD,12 OZ,12,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,null,4150000042,4150001042,12 OZ,12,INCLUDE
105841,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,4150000029,4150000029,HONEY DIJON SQUEEZE MUSTARD,12 OZ,12,FRENCHS,CONDIMENTS & SAUCES,MUSTARD,null,4150000029,4150000029,12 OZ,12,INCLUDE
106856,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210068544,5210068544,GRILLMATE GARDEN VEGETABLE,3.12OZ,6,MCCORMICK,null,SPICES & SEASONINGS,GRILLMATE GARDEN VEGETABLE,5210068544,5210068544,3.12OZ,null,INCLUDE
106857,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210002768,5210002768,GRILL MATES BROWN SUGAR BOURBON SPICE BLEND,3 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GRILL MATES BROWN SUGAR BOURBON SPICE BLEND,null,null,null,6,INCLUDE
106873,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210002315,5210002315,GRILL MATES CHIPOTLE & ROASTED GARLIC,2.5 OZ,6,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GRILL MATES CHIPOTLE & ROASTED GARLIC,null,5210002315,2.5 OZ,6,INCLUDE
108209,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142909980,7142909980,REDUCED SODIUM JAMBALAYA MIX,7 OZ,12,ZATARAINS,null,null,REDUCED SODIUM JAMBALAYA MIX,7142909980,7142909980,7 OZ,12,INCLUDE
108217,ZATARAINS,"VEGETABLES, DRIED",PACKAGED FLAVORED RICE,7142909983,7142909983,REDUCED SODIUM RED BEANS RICE,7 OZ,12,ZATARAINS,null,PACKAGED FLAVORED RICE,null,7142909983,7142909983,null,null,INCLUDE
110774,MCCORMICK,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,5210000774,5210000774,EVERYTHING BAGEL SEASONING,4.8 OZ,6,null,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,EVERYTHING BAGEL SEASONING,5210000774,5210000774,null,6,INCLUDE
111435,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,7142900223,7142901435,RED BEANS & RICE,12 OZ,6,ZATARAINS,null,SINGLE SERVE PREMIUM MEALS,RED BEANS & RICE,7142900223,7142901435,null,6,INCLUDE
111436,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,7142900205,7142901436,DIRTY RICE W/BEEF & PORK,10 OZ,6,ZATARAINS,null,SINGLE SERVE PREMIUM MEALS,DIRTY RICE W/BEEF & PORK,7142900205,null,10 OZ,6,INCLUDE
114105,FRANKS RED HOT,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,4150001105,4150001105,RED HOT BUFFALO CHICKEN DIP,11 OZ,6,null,SNACKS/HAND HELD MEALS,null,RED HOT BUFFALO CHICKEN DIP,4150001105,null,11 OZ,6,INCLUDE
114107,FRANKS RED HOT,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,4150001107,4150001107,RED HOT BUFFALO CHICKEN BITES,15 OZ,6,FRANKS RED HOT,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,RED HOT BUFFALO CHICKEN BITES,4150001107,4150001107,null,6,INCLUDE
114108,FRANKS RED HOT,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,4150001108,4150001108,RED HOT ORIGINAL CHICKEN BITES,15,6,null,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,null,4150001108,4150001108,null,null,INCLUDE
114233,FRANKS,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,4150001233,4150001233,BUFFALO STYLE CHICKEN SNACK ROLLS,18 OZ,4,FRANKS,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,BUFFALO STYLE CHICKEN SNACK ROLLS,4150001233,null,18 OZ,4,INCLUDE
114235,FRANKS,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,4150001235,4150001235,CHEESY JALAPENO SNACK ROLLS,18 OZ,4,FRANKS,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,null,4150001235,4150001235,18 OZ,4,INCLUDE
114246,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210004246,5210004246,GRILL MATES SMOKY HABANARO MARINADE MIX,1 OZ,12,MCCORMICK,"SALT, SEASONINGS, SPICES",null,null,5210004246,5210004246,1 OZ,null,INCLUDE
115236,FRANKS,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,4150001236,4150001236,BACON RANCH SNACK ROLLS,18 OZ,4,FRANKS,SNACKS/HAND HELD MEALS,SPECIALTY SNACKS,null,null,4150001236,18 OZ,4,INCLUDE
119396,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003858962,7003858962,THYME LEAVES,.30 OZ,6,BEST CHOICE,"SALT, SEASONINGS, SPICES",null,THYME LEAVES,7003858962,7003858962,null,6,EXCLUDE
119404,BEST CHOICE,"SALT, SEASONINGS, SPICES",PEPPER,7003858963,7003858963,GROUND WHITE PEPPER,.75 OZ,6,BEST CHOICE,"SALT, SEASONINGS, SPICES",PEPPER,GROUND WHITE PEPPER,7003858963,7003858963,.75 OZ,null,EXCLUDE
119420,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003858965,7003858965,FENNEL SEED,.65 OZ,6,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,FENNEL SEED,7003858965,null,.65 OZ,6,EXCLUDE
119438,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003858966,7003858966,GROUND ALLSPICE,.65 OZ,6,BEST CHOICE,"SALT, SEASONINGS, SPICES",null,null,7003858966,7003858966,.65 OZ,6,EXCLUDE
119487,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003858970,7003858970,PUMPKIN PIE SPICE,.75 OZ,6,BEST CHOICE,"SALT, SEASONINGS, SPICES",null,null,7003858970,7003858970,.75 OZ,6,EXCLUDE
119529,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003858972,7003858972,ROSEMARY LEAVES,.25 OZ,6,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,null,null,7003858972,.25 OZ,6,EXCLUDE
119537,BEST CHOICE,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7003858973,7003858973,POPPY SEEDS,1 OZ,6,BEST CHOICE,"SALT, SEASONINGS, SPICES",null,null,7003858973,null,null,null,EXCLUDE
119594,ZATARAINS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,7142910413,7142901035,GUMBO FILE,1.25OZ,12,ZATARAINS,"SALT, SEASONINGS, SPICES",SPICES & SEASONINGS,GUMBO FILE,7142910413,7142901035,1.25OZ,12,INCLUDE
120584,MCCORMICK,"SALT, SEASONINGS, SPICES",DRY SEASONING MIX,5210001745,5210001745,LESS SODIUM MEATLOAF SEASONING MIX,1.25OZ,12,MCCORMICK,null,DRY SEASONING MIX,LESS SODIUM MEATLOAF SEASONING MIX,5210001745,5210001745,1.25OZ,12,INCLUDE
121059,OLD BAY,CONDIMENTS & SAUCES,HOT SAUCE,7032801059,7032801059,HOT SAUCE,10 OZ,12,OLD BAY,CONDIMENTS & SAUCES,HOT SAUCE,HOT SAUCE,7032801059,7032801059,10 OZ,null,INCLUDE
121434,ZATARAINS,FROZEN PREPARED MEALS,SINGLE SERVE PREMIUM MEALS,7142966561,7142901434,SHRIMP ALFREDO W/PASTA,10.5 OZ,6,ZATARAINS,FROZEN PREPARED MEALS,null,SHRIMP ALFREDO W/PASTA,null,null,10.5 OZ,6,INCLUDE
125015,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210000391,5210000391,GOURMET VALENCIA ORANGE PEEL,1.5 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,null,5210000391,5210000391,1.5 OZ,1,INCLUDE
125016,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210000387,5210000387,GOURMET CALIFORNIA LEMON PEEL,1.5 OZ,1,null,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,GOURMET CALIFORNIA LEMON PEEL,null,5210000387,1.5 OZ,1,INCLUDE
125017,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210000396,5210000396,GOURMET CILANTRO ALL NATURAL,.43 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,GOURMET CILANTRO ALL NATURAL,5210000396,5210000396,null,1,INCLUDE
125037,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210004317,5210004317,ORGANIC SHAWARMA SEASONING,1.87 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,ORGANIC SHAWARMA SEASONING,5210004317,5210004317,1.87 OZ,1,INCLUDE
125040,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210004315,5210004315,ORGANIC PERUVIAN SEASONING,2.37 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,ORGANIC PERUVIAN SEASONING,null,5210004315,2.37 OZ,1,INCLUDE
125042,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210004311,5210004311,ORGANIC ZAATAR SEASONING,1.25 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,ORGANIC ZAATAR SEASONING,null,5210004311,null,1,INCLUDE
125043,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210004309,5210004309,ORGANIC HARISSA SEASONING,1.87 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,ORGANIC HARISSA SEASONING,5210004309,5210004309,1.87 OZ,1,INCLUDE
125066,MCCORMICK,SPECIALTY FOODS,SPICES / SEASONINGS,5210000318,5210000318,GOURMET GROUND SAVORY ALL NATURAL,1.37 OZ,1,MCCORMICK,SPECIALTY FOODS,SPICES / SEASONINGS,GOURMET GROUND SAVORY ALL NATURAL,null,5210000318,1.37 OZ,null,INCLUDE
125096,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210001333,5210001333,GOURMET ROASTED SAIGON CINNAMON ALL NATURAL,1.25 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",null,GOURMET ROASTED SAIGON CINNAMON ALL NATURAL,5210001333,null,1.25 OZ,1,INCLUDE
125114,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210001335,5210001335,GOURMET ROASTED GROUND CORIANDER ALL NATURAL,1.25 OZ,1,MCCORMICK GOURMET,null,SPECIALTY FOODS-SPICES,null,5210001335,5210001335,1.25 OZ,1,INCLUDE
125122,MCCORMICK,SPECIALTY FOODS,SPICES / SEASONINGS,5210000301,5210000301,GOURMET GROUND MACE ALL NATURAL,1.5 OZ,1,MCCORMICK,SPECIALTY FOODS,SPICES / SEASONINGS,null,5210000301,5210000301,1.5 OZ,1,INCLUDE
125131,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210000319,5210000319,GOURMET GROUND THYME ALL NATURAL,1.25 OZ,1,null,null,SPECIALTY FOODS-SPICES,GOURMET GROUND THYME ALL NATURAL,null,5210000319,1.25 OZ,1,INCLUDE
125138,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210000447,5210000447,GOURMET ORGANIC SESAME SEED,1.87 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",null,GOURMET ORGANIC SESAME SEED,5210000447,null,null,1,INCLUDE
125142,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210082793,5210082793,GOURMET ORGANIC ROSEMARY,.65 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",null,GOURMET ORGANIC ROSEMARY,5210082793,5210082793,.65 OZ,1,INCLUDE
125145,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210000657,5210000657,GOURMET ORGANIC PAPRIKA,1.62 OZ,3,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,GOURMET ORGANIC PAPRIKA,null,5210000657,1.62 OZ,3,INCLUDE
125149,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210044339,5210044339,GOURMET SMOKED PAPRIKA,1.62 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,GOURMET SMOKED PAPRIKA,null,5210044339,1.62 OZ,1,INCLUDE
125162,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210084007,5210084007,GOURMET CHIPOTLE CHILE PEPPER,2 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,GOURMET CHIPOTLE CHILE PEPPER,5210084007,null,null,1,INCLUDE
125166,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210000353,5210000353,GOURMET TARRAGON ALL NATURAL,.37 OZ,1,null,"SALT, SEASONINGS, SPICES",null,GOURMET TARRAGON ALL NATURAL,5210000353,5210000353,.37 OZ,null,INCLUDE
125175,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210000333,5210000333,GOURMET CINNAMON STICKS ALL NATURAL,.75 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,null,5210000333,null,.75 OZ,1,INCLUDE
125176,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,5210002902,5210002902,GOURMET SRIRACHA SEASONING,2.37 OZ,1,MCCORMICK GOURMET,"SALT, SEASONINGS, SPICES",SPECIALTY FOODS-SPICES,GOURMET SRIRACHA SEASONING,5210002902,5210002902,2.37 OZ,1,INCLUDE
